titulo,autores,resumen,editorial,fecha,link
Spatial transferability of an agent-based model to simulate Taenia solium control interventions,"Pizzitutti, Francesco; Bonnet, Gabrielle; Gonzales-Gustavson, Eloy; Gabriël, Sarah; Pan, William K.; Gonzalez, Armando E.; García Lescano, Héctor Hugo; O'Neal, Seth E.","Resumen:Background: Models can be used to study and predict the impact of interventions aimed at controlling the spread of infectious agents, such as Taenia solium, a zoonotic parasite whose larval stage causes epilepsy and economic loss in many rural areas of the developing nations. To enhance the credibility of model estimates, calibration against observed data is necessary. However, this process may lead to a paradoxical dependence of model parameters on location-specific data, thus limiting the model’s geographic transferability. Methods: In this study, we adopted a non-local model calibration approach to assess whether it can improve the spatial transferability of CystiAgent, our agent-based model of local-scale T. solium transmission. The calibration dataset for CystiAgent consisted of cross-sectional data on human taeniasis, pig cysticercosis and pig serology collected in eight villages in Northwest Peru. After calibration, the model was transferred to a second group of 21 destination villages in the same area without recalibrating its parameters. Model outputs were compared to pig serology data collected over a period of 2 years in the destination villages during a trial of T. solium control interventions, based on mass and spatially targeted human and pig treatments. Results: Considering the uncertainties associated with empirical data, the model produced simulated pre-intervention pig seroprevalences that were successfully validated against data collected in 81% of destination villages. Furthermore, the model outputs were able to reproduce validated pig seroincidence values in 76% of destination villages when compared to the data obtained after the interventions. The results demonstrate that the CystiAgent model, when calibrated using a non-local approach, can be successfully transferred without requiring additional calibration. Conclusions: This feature allows the model to simulate both baseline pre-intervention transmission conditions and the outcomes of control interventions across villages that form geographically homogeneous regions, providing a basis for developing large-scale models representing T. solium transmission at a regional level.",BioMed Central,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14672
Testing the effectiveness of household fuel conservation strategies: Policy implications for increasing the affordability of exclusive clean cooking,"Williams, Kendra N.; Kamenar, Katarina; Kephart, Josiah L.; Chiang, Marilu; Hartinger Peña, Stella Maria; Checkley, William","Resumen:Background: Exclusive clean fuel use is essential for realizing health and other benefits but is often unaffordable. Decreasing household-level fuel needs could make exclusive clean fuel use more affordable, but there is a lack of knowledge on the amount of fuel savings that could be achieved through fuel conservation behaviors relevant to rural settings in low- and middle-income countries. Methods: Within a trial in Peru, we trained a random half of intervention participants, who had previously received a liquefied petroleum gas (LPG) stove and were purchasing their own fuel, on fuel conservation strategies. We measured the amount of fuel and mega joules (MJ) of energy consumed by all participants, including control participants who were receiving free fuel from the trial. We administered surveys on fuel conservation behaviors and assigned a score based on the number of behaviors performed. Results: Intervention participants with the training had a slightly higher conservation score than those without (7.2 vs. 6.6 points; p = 0.07). Across all participants, average daily energy consumption decreased by 9.5 MJ for each 1-point increase in conservation score (p < 0.001). Among households who used exclusively LPG (n = 99), each 1-point increase in conservation score was associated with a 0.04 kg decrease in LPG consumption per household per day (p = 0.03). Using pressure cookers and heating water in the sun decreased energy use, while using clay pots and forgetting to close stove knobs increased energy use. Conclusion: Our findings suggest that a household could save 1.16 kg of LPG per month for each additional fuel conservation behavior, for a maximum potential savings of 8.1 kg per month. Fuel conservation messaging could be integrated into national household energy policies to increase the affordability of exclusive clean fuel use, and subsequently achieve the environmental and health benefits that could accompany such a transition.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14674
Neurocognitive Impairment for Persons Living with HIV in Peru: A National Physician Survey,"Slotkin, R; Huff, H; Granda Calderón, Camila Lucero; Cabera, D; Diaz, M; Villafane, CMB; Hsieh, E; Garcia Funegra, Patricia Jannet","Resumen:Objective: To describe HIV provider screening and management practices for neurocognitive impairment (NCI) in persons living with HIV (PLWH) in Peru. Background: As PLWH on antiretrovirals achieve longer lifespans, they experience an increased risk of non-communicable diseases, in particular NCI. In Peru, 28.5% of PLWH > 40 years old were found to have NCI (Diaz 2021). However, there is no data on Peruvian HIV provider management of NCI. Design/Methods: Public sector physicians affiliated with Peru’s National HIV, STI and Hepatitis Program were identified by the Program’s provider registry and through regional Program coordinator referral. Willing participants completed a telephone survey, which included: (1) socio-demographics (2) comfort level addressing NCI prevention, diagnosis, and treatment (4-point Likert scale: no certainty, little certainty, certain, very certain), (3) NCI screening frequency, and (4) NCI practice patterns (free response). Results: Seventy-eight of 167 identified physicians completed the survey (mean age 45.8±9.3; 26% women; 61% from coastal regions, 18% highlands, 21% jungle; 78% infectious disease specialists). The majority reported lack of comfort (‘no certainty’ or ‘little certainty’) with NCI prevention (59%), diagnosis (53%), and treatment (76%). Comfort level was not associated with any provider sociodemographic characteristics. Sixty-seven percent (52/78) attempted NCI management, 31% (24/78) solely referred to a specialist, and 3% (2/78) did not manage NCI. Management strategies described included: evaluating for contributing opportunistic infections, substance use, or medications (36%), ordering neuroimaging (18%), re-evaluating antiretroviral regimen (17%), performing cognitive assessments (17%), and ruling-out depression (6%). Of physicians who reported at least one of these management strategies, 98% also referred to neurology, psychology, neuropsychology, or geriatrics. Conclusions: Although the majority of physicians reported lack of comfort managing NCI in PLWH, most still engaged in some form of NCI management. There is a need to develop training programs, screening tools, and guidelines to standardize the approach to NCI in PLWH in Peru. Disclosure: Dr. Slotkin has received research support from Fogarty International Center, NIH. Dr. Slotkin has received research support from Yale University/NIH. Dr. Huff has nothing to disclose. Dr. Granda has nothing to disclose. Dr. Cabrera has nothing to disclose. Dr. Diaz has nothing to disclose. Dr. Benites has nothing to disclose. Dr. Hsieh has received personal compensation in the range of $500-$4,999 for serving as an officer or member of the Board of Directors for American College of Rheumatology. The institution of Dr. Hsieh has received research support from NIH. The institution of Dr. Hsieh has received research support from China Medical Board. The institution of Dr. Hsieh has received research support from Yale Institute for Global Health. The institution of Prof. Garcia has received research support from CDC. The institution of Prof. Garcia has received research support from USAID. The institution of Prof. Garcia has received research support from Interamerican Bank of Development.",Wolters Kluwer Health,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14655
Neuropsychiatric Manifestations in Systemic Lupus Erythematosus Patients at a Tertiary Hospital in Peru.,"Camones Huerta, José Yair Fahad; Arias Osorio, Christian Manuel; Rodriguez Hurtado, Diana Carmela; Aguilar Olano, José Luis","Resumen:BACKGROUND: Systemic lupus erythematosus is a prevalent autoimmune disease that affects multiples systems, exerting its most incapacitating and life-threatening  impact through neuropsychiatric involvement. According to the American College of  Rheumatology (ACR), 19 neuropsychiatric syndromes types of SLE are classified  into categories encompassing the central and peripheral nervous systems. This  study aimed to investigate the frequency of neuropsychiatric manifestations in  systemic lupus erythematosus patients admitted to Hospital Cayetano Heredia in  Lima, Peru, between 2008 and 2019. METHODS: A retrospective observational study  was conducted, entailing the review of 240 medical records of patients diagnosed  with systemic lupus erythematosus during the specified period, based on the  Systemic Lupus International Collaborating Clinics (SLICC) 2012 criteria. Among  these records, 55 patients presented neuropsychiatric systemic lupus  erythematosus (NPSLE). Data were collected using standardized form and entered  into Microsoft Excel 2019 database. Statistical analysis was performed using  Stata v16. RESULTS: The frequency of neuropsychiatric compromise in systemic  lupus erythematosus patients was found to be 22.91%. Among the 55 systemic lupus  erythematosus patients, 40 demonstrated involvement of the central nervous system  (72.72%), 2 exhibited involvement of the peripheral nervous system (3.63%), and  13 displayed involvement in both the central nervous system and peripheral  nervous system (23.63%). The most prevalent psychiatric disorder observed was a  major depressive disorder, with a prevalence rate of 30.9%. CONCLUSION: The study  revealed a frequency of 22.91% for neuropsychiatric involvement in systemic lupus  erythematosuspatients at Cayetano Heredia Hospital between 2008 and 2019, with  central nervous system manifestations prevailing. Furthermore, the findings  suggest that NPSLE commonly manifested after the diagnosis of systemic lupus  erythematosus.",AVES,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14656
Optimization of Plasmodium vivax infection of colonized Amazonian Anopheles darlingi,"Andrade, Alice O.; Santos, Najara Akira C.; Bastos, Alessandra S.; Pontual, José Daniel C.; Araújo, Cristiane S.; Lima, Analice S.; Martinez, Leandro N.; Ferreira, Amália S.; Aguiar, Anna Caroline C.; Teles, Carolina B. G.; Guido, Rafael V. C.; Santana, Rosa A.; Lopes, Stefanie C. P.; Medeiros, Jansen F.; Rizopoulos, Zaira; Vinetz, Joseph Michael; Campo, Brice; Lacerda, Marcus Vinicius G.; Araújo, Maisa S.","Resumen:Obtaining Plasmodium vivax sporozoites is essential for in vitro culture of liver stage parasites, not only to understand fundamental aspects of parasite biology, but also for drug and vaccine development. A major impediment to establish high-throughput in vitro P. vivax liver stage assays for drug development is obtaining sufficient numbers of sporozoites. To do so, female anopheline mosquitoes have to be fed on blood from P. vivax-infected patients through an artificial membrane-feeding system, which in turns requires a well-established Anopheles colony. In this study we established conditions to provide a robust supply of P. vivax sporozoites. Adding a combination of serum replacement and antibiotics to the membrane-feeding protocol was found to best improve sporozoite production. A simple centrifugation method appears to be a possible tool for rapidly obtaining purified sporozoites with a minimal loss of yield. However, this method needs to be better defined since sporozoite viability and hepatocyte infection were not evaluated.",Nature Research,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14658
Non-pharmaceutical interventions to combat COVID-19 in the Americas described through daily sub-national data,"Touchton, Michael; Knaul, Felicia Marie; Arreola-Ornelas, Héctor; Porteny, Thalia; Carniado, Óscar Méndez; Faganello, Marco; Hummel, Calla; Otero, Silvia; Insua, Jorge; Patino, Fausto; Undurraga, Eduardo; Pérez-Cruz, Pedro; Sanchez-Talanquer, Mariano; Velasco Guachalla, V. Ximena; Nelson-Nuñez, Jami; Boulding, Carew; Calderon-Anyosa, Renzo; Garcia Funegra, Patricia Jannet; Vargas Enciso, Valentina","Resumen:This dataset covers national and subnational non-pharmaceutical interventions (NPI) to combat the COVID-19 pandemic in the Americas. Prior to the development of a vaccine, NPI were governments’ primary tools to mitigate the spread of COVID-19. Variation in subnational responses to COVID-19 is high and is salient for health outcomes. This dataset captures governments’ dynamic, varied NPI to combat COVID-19 for 80% of Latin America’s population from each country’s first case through December 2021. These daily data encompass all national and subnational units in Argentina, Bolivia, Brazil, Chile, Colombia, Ecuador, Mexico, and Peru. The dataset includes individual and aggregate indices of nine NPI: school closures, work suspensions, public event cancellations, public transport suspensions, information campaigns, local travel restrictions, international travel controls, stay-at-home orders, and restrictions on the size of gatherings. We also collected data on mask mandates as a separate indicator. Local country-teams drew from multiple data sources, resulting in high-quality, reliable data. The dataset thus allows for consistent, meaningful comparisons of NPI within and across countries during the pandemic.",Nature Research,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14657
Oral lactoferrin administration does not impact the diversity or composition of the infant gut microbiota in a Peruvian cohort.,"Gonzalez Villaseca, Luis Antonio; Paredes Sosa, José Luis; Mosquito Guillen, Susan Grace; Filio Azañedo, Yesenia; Romero, Pedro E.; Ochoa Woodell, Theresa Jean; Tsukayama Cisneros, Pablo","Resumen:Lactoferrin is a protein from breast milk involved in early-life microbiome assembly. It is believed to promote the growth of lactic acid-producing bacteria  and inhibit pathogens by limiting iron availability and enabling an acidic  environment in the gut. Previous reports suggest that oral administration of  lactoferrin in neonates promotes the increase of gut microbiota diversity and the  enrichment of beneficial microbes. However, its effect on infant gut microbiota  over time has yet to be thoroughly studied to fully understand its potential as a  prebiotic. Using 16s rRNA gene amplicon sequencing, we analyzed the gut  microbiota composition of 60 toddlers at 12-18 months of age from Lima, Peru, who  received daily oral administration of lactoferrin or placebo for 6 months since  enrollment. Samples were analyzed at 0, 2, and 4 months after beginning  treatment. Our results show that lactoferrin treatment does not increase gut  microbiota diversity over time nor affect its bacterial composition compared to  the placebo group.IMPORTANCEPrevious studies have suggested that oral lactoferrin  enhances diversity in the gut microbiota in infants while inhibiting the growth  of opportunistic pathogens. However, the effect of lactoferrin on infant gut  microbiota over time has yet to be thoroughly studied. Our study suggests that  lactoferrin oral treatment in infants aged 12-18 months does not affect gut  microbiome diversity and composition over time. To our knowledge, this is the  first study to report the effect of lactoferrin on infant gut microbiome  composition over time and helps elucidate its impact on infant health and its therapeutic potential.",American Society for Microbiology,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14659
Programme science: a route to effective coverage and population-level impact for HIV and sexually transmitted infection prevention,"McClarty, Leigh M.; Becker, Marissa L.; Garcia Funegra, Patricia Jannet; Garnett, Geoff P.; Dallabetta, Gina A.; Ward, Helen; Aral, Sevgi O.; Blanchard, James F.","Resumen:Improvements in context-specific programming are essential to address HIV and other sexually transmitted and blood-borne infection epidemics globally. A programme science approach emphasises the need for context-specific evidence and knowledge, generated on an ongoing basis, to inform timely and appropriate programmatic decisions. We aim to accelerate and improve the use of embedded research, inquiry, and learning to optimise population-level impact of public health programmes and to introduce an effective programme coverage framework as one tool to facilitate this goal. The framework was developed in partnership with public health experts in HIV and sexually transmitted and blood-borne infections through several workshops and meetings. The framework is a practice-based tool that centres on the use of data from iterative cycles of programme-embedded research and learning, as well as routine programme monitoring, to refine the strategy and implementation of a programme. This programme science approach aims to reduce programme coverage gaps, to optimise impact at the population level, and to achieve effective coverage. This framework should facilitate the generation of programme-embedded research and learning agendas to inform resource allocation, optimise population-level impact, and achieve equitable and effective programme coverage.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14663
Recent travel and tuberculosis in migrants: data from a low incidence country.,"Schwalb Calderon, Alvaro; Kayumba, Kumvana; Houben, Rein M. G. J.; Bothamley, Graham H.","Resumen:Tuberculosis (TB) incidence rates among migrants are higher than those in low-incidence countries. We evaluated smear-positive, pulmonary TB notifications  of foreign-born individuals, comparing time since arrival and time since last  return travel to the country of origin. TB incidence suggests a time course  consistent with recent infection during travel.",Oxford University Press,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14664
Oral squamous cell carcinomas and oral potentially malignant disorders: A Latin American study,"Gilligan, Gerardo; Panico, René; Lazos, Jerónimo; Morelatto, Rosana; Belardinelli, Paola; Criscuolo, Ines; Bolesina, Nicolas; Molina Ávila, Ignacio; Pimentel Solá, Juan Martin; Rivarola, Emilce; Morgante, Maria Jimena; Ingrassia Tonelli, Maria Eugenia; Gimenez, Javier; Doratti, Pablo; Werner, Laura Cecilia; Prado-Ribeiro, Ana Carolina; Brandão, Thais Bianca; Vechiato-Filho, Aljomar Jose; Cuzzullin, Maria Claudia; Saldivia-Siracusa, Cristina; Lopes, Marcio Ajudarte; Agostini, Michelle; Romañach, Mario José; Abrahão, Aline Corrêa; Fonsêca, Thamyres Campos; Kaminagakura, Estela; Anbinder, Ana Lia; Santos Alves, Kamilla; de Almeida Lança, Maria Leticia; Sacsaquispe Contreras, Sonia Julia; Rodriguez Ibazetta, Karem Annelize; Gerber-Mora, Roberto; Aranda Romo, Saray; Tejeda Nava, Francisco Javier; Cordero-Torres, Karina; Moreno Silva, Ricardo; Gonzalez-Arriagada, Wilfredo; Toro, Raiza; Silveira, Felipe Martins; Gonzalez, Natalia; Vargas, Pablo Agustin; Santos-Silva, Alan Roger; Bologna-Molina, Ronell; Villarroel-Dorrego, Mariana; Martinez, Benjamin; Piemonte, Eduardo","Resumen:Objective: To determine the frequency of oral squamous cell carcinoma (OSCC) associated or not with oral potentially malignant disorders (OPMD), and the epidemiological profile and traditional risk factors in Latin America. Methods: A retrospective observational study was conducted in 17 Latin American centres. There were included cases of OSCC, analysing age, gender, OSCC and their association with previous OPMD. Clinicopathological variables were retrieved. The condition of sequential-OSCC versus OSCC-de novo (OSCC-dn) was analysed concerning the aforementioned variables. Quantitative variables were analysed using Student's t-test, and qualitative variables with chi-square. Results: In total, 2705 OSCC were included with a mean age of 62.8 years old. 55.8% were men. 53.75% of the patients were smokers and 38% were common drinkers. The lateral tongue border was the most affected site (24.65%). There were regional variations in OPMD, being leukoplakia the most frequent. Of the overall 2705 OSCC cases, 81.4% corresponded to OSCC-dn, while s-OSCC were 18.6%. Regarding lip vermillion SCC, 35.7% corresponded to de novo lip SCC and 64.3% were associated with previous OPMD. Conclusions: In Latin America, OSCC-dn seems to be more frequent with regional variations of some clinical and histopathological features. Further prospective studies are needed to analyse this phenomenon.",Wiley,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14660
Prioritising and planning scale-up research projects targeting non-communicable diseases: a mixed-method study by the Global Alliance for Chronic Diseases  upscaling working group.,"Ramani-Chander, Anusha; Thrift, Amanda; van Olmen, Josefien; Wouters, Edwin; Delobelle, Peter; Vedanthan, Rajesh; Miranda, J. Jaime; Sherwood, Stephen; Teede, Helena J.; Joshi, Rohina","Resumen:INTRODUCTION: Governments must scale-up evidence-based interventions to reduce the burden of non-communicable diseases (NCDs). Implementation research can help  develop contextually appropriate strategies and optimise interventions for  scale-up. We aimed to determine the priorities of the Global Alliance for Chronic  Diseases (GACD) 2019 funding round for scale-up research targeting NCD  interventions. The research questions were: (a) What was the purpose of the call  and what were the specific issues considered by funders when supporting the  selected projects? (b) How did the selected research projects align with the  objectives of GACD scale-up call? METHODS: We undertook a mixed-methods study to  examine the projects funded by the GACD in 2019. We completed semistructured  interviews with representatives from 5 out of 8 funding agencies and complemented  this by reviewing project documents from 21 (78%) of the 27 funded studies. A  literature review of scale-up frameworks informed the interview guide and data  extraction template. The transcripts were open-coded using thematic analysis to  identify critical issues for funders. Data were extracted to identify the common  elements considered when planning, implementing and evaluating interventions for  scale-up. RESULTS: Interviews with the funders revealed three enabling themes  related to scale-up: local research priorities (contextualisation through  engagement), capacity building (developing knowledge base) and connections  (networking opportunities). We further identified that timelines (more  flexibility) and equity (funding low-income and middle-income researchers) could  be considered for future funding investments. Multidisciplinary international  research teams led the development of diverse studies to address funder's  priorities. The detailed plans included a range of implementation frameworks to  help develop contextual scale-up strategies. CONCLUSIONS: Fundamental to NCD  scale-up research are (1) funding opportunities that reflect the complexity and  time necessary to enable contextualisation; (2) investment in building  multidisciplinary research capacity and leadership and (3) better networking to  encourage cohesive action and align NCD-related scale-up research activities  globally.",BMJ Publishing Group,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14662
"Perceptions of Problems with Household Insects: Qualitative and Quantitative Findings from Peri-Urban Communities in Arequipa, Peru.","Castillo Neyra, Ricardo; Larson, Anika J.; Tamayo Quintero, Laura Daniela; Arevalo Nieto, Claudia Rebeca; Brown, Joanna; Condori Pino, Carlos Edgar; Ortega, Emma; Levy, Michael Zachary; Paz-Soldan Parlette, Valerie Andrea","Resumen:Vector-borne diseases continue to impose a major health burden on Peru and neighboring countries. The challenge of addressing vector-borne disease is  compounded by changing social, economic, and climatic conditions. Peri-urban  Arequipa is an important region to study insect infestations because of ongoing  challenges with disease vectors such as triatomines and a variety of other  insects. We conducted surveys (n = 1,182) and seven focus groups (average seven  participants) in peri-urban Arequipa to explore knowledge of and perception  toward various insects that infest the region. Focus group participants reported  the presence of a wide variety of insects in and around the home, including  disease vectors such as triatomines (also identified by 27.2% of survey  households), mosquitoes, spiders, and bed bugs, as well as nuisance insects.  Health concerns related to insects included vector-borne diseases, spider bites,  allergies, and sequelae from bed bug bites, and hygiene concerns. A majority of  participants in the quantitative surveys identified triatomines as the insect  they were most worried about (69.9%) and could identify Chagas disease as a  health risk associated with triatomines (54.9%). Insect infestations in  peri-urban Arequipa present multiple burdens to residents, including injury and  illness from triatomines and other insects, as well as potential mental and  economic concerns related to insects such as bed bugs. Future initiatives should  continue to address triatomine infestations through educational outreach and  implement a more holistic approach to address the burden of both disease and  nuisance insects.",American Journal of Tropical Medicine and Hygiene,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14661
Mechanisms underlying the health benefits of intermittent hypoxia conditioning,"Burtscher, Johannes; Citherlet, Tom; Camacho-Cardenosa, Alba; Camacho-Cardenosa, Marta; Raberin, Antoine; Krumm, Bastien; Hohenauer, Erich; Egg, Margit; Lichtblau, Mona; Müller, Julian; Rybnikova, Elena A.; Gatterer, Hannes; Debevec, Tadej; Baillieul, Sebastien; Manferdelli, Giorgio; Behrendt, Tom; Schega, Lutz; Ehrenreich, Hannelore; Millet, Grégoire P.; Gassmann Mendez, Max; Schwarzer, Christoph; Glazachev, Oleg; Girard, Olivier; Lalande, Sophie; Hamlin, Michael; Samaja, Michele; Hüfner, Katharina; Burtscher, Martin; Panza, Gino; Mallet, Robert T.","Resumen:Intermittent hypoxia (IH) is commonly associated with pathological conditions, particularly obstructive sleep apnoea. However, IH is also increasingly used to enhance health and performance and is emerging as a potent non-pharmacological intervention against numerous diseases. Whether IH is detrimental or beneficial for health is largely determined by the intensity, duration, number and frequency of the hypoxic exposures and by the specific responses they engender. Adaptive responses to hypoxia protect from future hypoxic or ischaemic insults, improve cellular resilience and functions, and boost mental and physical performance. The cellular and systemic mechanisms producing these benefits are highly complex, and the failure of different components can shift long-term adaptation to maladaptation and the development of pathologies. Rather than discussing in detail the well-characterized individual responses and adaptations to IH, we here aim to summarize and integrate hypoxia-activated mechanisms into a holistic picture of the body's adaptive responses to hypoxia and specifically IH, and demonstrate how these mechanisms might be mobilized for their health benefits while minimizing the risks of hypoxia exposure.",Wiley,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14645
Network Analysis of Posttraumatic Growth Dimensions: A Cross-Sectional Study in People Who Experienced the Death of a Loved One from COVID-19 in 16 Latin American Countries,"Caycho-Rodríguez, T.; Baños-Chaparro, J.; Ventura-León, J.; Vilca, L.W.; Carbajal-León, C.; Valencia, P.D.; Yupanqui-Lorenzo, D.E.; Paredes Angeles, Rubí Celeste; Arias Gallegos, W.L.; Reyes-Bossio, M.; Delgado-Campusano, M.; Gallegos, M.; Rojas-Jara, C.; Polanco-Carrasco, R.; Cervigni, M.; Martino, P.; Lobos-Rivera, M.E.; Moreta-Herrera, R.; Palacios Segura, D.A.; Samaniego-Pinho, A.; Buschiazzo Figares, A.; Puerta-Cortés, D.X.; Camargo, A.; Torales, J.; Monge Blanco, J.A.; González, P.; Smith-Castro, V.; Petzold-Rodriguez, O.; Corrales-Reyes, I.E.; Calderón, R.; Matute Rivera, W.Y.; Ferrufino-Borja, D.; Muñoz-del-Carpio-Toia, A.; Palacios, J.; Burgos-Videla, C.; Florez León, A.M.E.; Vergara, I.; Vega, D.; Schulmeyer, M.K.; Barria-Asenjo, N.A.; Urrutia Rios, H.T.; Lira Lira, A.E.; Ayala-Colqui, J.","Resumen:The present study aimed to apply a network analysis model to provide an exploratory empirical conceptualization of dynamic networks of posttraumatic growth (PTG) symptoms in 7,434 people who experienced the death of a loved one from COVID-19 in 16 Latin American countries. The Post-Traumatic Growth Inventory: Short Form of Eight Items was used. A non-regularized network with partial correlation coefficients was estimated through the ggmModSelect algorithm. The network architecture was analyzed for each country through its local properties and global properties. The results indicated that the networks differed significantly between countries. The core dimensions in the networks were relating to others, personal strength, and life value and opportunities, which were more related dimensions that reinforce the emergence of PTG in all countries. The findings may be useful to motivate researchers and mental health professionals to consider the importance of the individual dimensions of PTG in groups of people who experienced the death of a loved one from COVID-19 in 16 Latin American countries, as well as their interrelationships.",SAGE Publications,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14654
Microencapsulated essential oils influence the growth and foregut histomorphometry of Nile tilapia (Oreochromis niloticus) fingerlings,"Roldan-Juarez, Jesús; Pinares, Rubén; Smith, Carlos E.; Llerena Zavala, Cielo Aydeli; Machaca, Virgilio; Pizarro Paz, Dante Mauricio","Resumen:Essential oils supplementation has potential growth-promoting, antibacterial, and immunostimulatory effects for various fish species. Dietary supplementation with essential oils improves Nile tilapia's growth and intestinal morphology. The aim of the study was to assess the effect of supplementation with microencapsulated essential oils (MEOs) containing cinnamaldehyde (53.9 %), thymol (24.2 %), and carvacrol (18.7 %) in Nile tilapia fingerlings on growth parameters and foregut histomorphometry. Six thousand fishes with initial body weights and lengths of 1.20 ± 0.32 g and 2.03 ± 0.40 cm, respectively, were reared in two separate 60 m3 circular tanks (control and supplemented with 500 mg/kg of MEOs) at a 5 kg/m3 density. Growth parameters included weight and length. Ten foregut samples per tank were collected at 0-, 15- and 30-days post-treatment. The histological analysis involved the size of intestinal folds and the number of goblet cells. Our results showed that fingerling growth parameters such as final body weight and length increased by 16.9 % and 10.43 %, respectively, with MEOs supplementation compared to the control group. Furthermore, histomorphometry results showed that the supplementation of MEOs led to a significant increase in the growth of both the width and length of intestinal folds and the number of goblet cells (p &lt; 0.05). In conclusion, the early supplementation with MEOs improved the number, length, and width of intestinal folds and increased the number of goblet cells, positively influencing intestinal morphology and health. Additionally, MEOs improved growth parameters in Nile tilapia at 30 days of supplementation.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14647
Mental health data available in representative surveys conducted in Latin America and the Caribbean countries: a scoping review,"Ramírez-Bontá, Francesca; Vásquez-Vílchez, Rafaela; Cabrera-Alva, Milagros; Otazú-Alfaro, Sharlyn; Almeida-Huanca, Guillermo; Ambrosio-Melgarejo, Juan; Figueroa-Quiñones, Joel; Romero-Cabrera, Alejandra B.; Huaman-Santa Cruz, Anayeli; Chávez Hinostroza, Esthefani Fiorella; Rosado-Medina, Melanie; Siancas-Villano, Wildo; Quintana-Castro, Camilo; Bazo-Alvarez, Juan Carlos; Villarreal-Zegarra, David","Resumen:Background Mental health data from Latin America and the Caribbean countries (LACC) national and international surveys are essential for public health surveillance. This review aimed to identify and describe available mental health survey data in LACC, providing access details for researchers. Methods Our study was a scoping review. The search for available mental health survey data was conducted in PubMed and through grey literature searches, and the search dates were between 26 August 2021 and 15 October 2021. Included survey data were/had (1) nationally representative, (2) the latest version available from 2012 onward, (3) collected in at least one LACC and (4) at least one mental health variable or related factor. We accepted all written languages, including Spanish and English. Results A total of 56 national and 13 international surveys were included, with data available on 95 mental health variables classified into 10 categories. Most national surveys were performed in upper-middle-income countries. Variables categorised as 'Substance use' and 'Violence' were the most frequent. Mexico and Colombia had the highest production in both the national and international surveys. The main target population was the adult population. However, there are several mental health topics and LACC yet unsurveyed. Conclusion We identified a total of 69 representative surveys from LACCs since 2012. We categorised the available data on mental health variables into 10 categories, and provided technical details to facilitate the future selection and use of these surveys.",BMJ Publishing Group,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14646
Microsurgical and endovascular treatment of posterior inferior cerebellar artery aneurysms: a systematic review and meta-analysis,"Saal-Zapata, G.; Rodriguez-Calienes, A.; Malaga, M.; Velasquez-Rimachi, V.; Moran, C.; Bustamante-Paytan, D.; Pacheco Barrios, Niels Victor; Pacheco-Barrios, K.; Alva-Diaz, C.; Walker, M.","Resumen:INTRODUCTION: Posterior inferior cerebellar artery (PICA) aneurysms are uncommon vascular lesions of the posterior fossa. In addition to aneurysmal morphology, structural anatomic considerations may confer additional procedural risk, and as a result there is currently no consensus as to whether a surgical or endovascular approach offers greater safety and efficacy for patients. EVIDENCE ACQUISITION: We systematically examined peer-reviewed literature describing PICA aneurysm treatment planning from January 2000 to May 2021 using the PRISMA methodology. A meta-analysis of proportions was performed. Certainty of the evidence was assessed using the GRADE approach. EVIDENCE SYNTHESIS: Fifty-eight studies including 1673 PICA aneurysms were analyzed. Overall treatment occlusion rate was 97% (95% confidence interval [CI]: 93-100%) for surgery and 85% (95% CI: 78-92%) for endovascular therapy. The recurrence rate was 6% in the endovascular group and 1% for surgery. Overall morbidity and mortality were 16% and 7%, respectively. Intraoperative complications occurred in 9% of the surgical patients. CONCLUSIONS: Despite a large body of literature, analysis indicates that 62% of studies had moderate or serious risk of bias, suggesting very-low certainty results. Therefore, treatment via either approach should be determined on a case-by-case basis and according to institutional experience.",Edizioni Minerva Medica,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14648
